Username,Review,Rating,Total_reviews,Followers,Expert_level
Arjun Singh,"Rated As the name says,just Dunk in the Donut! It not only serves the Best Donuts but also have some good shakes n Burgers, Their Naughty Lucy is one of the Best Burgers i ever had!",Rated 4.5,97,49,??
Shweta Aggarwal,"Rated Dunkin Donuts comes in my mind when Ive desire of filling my stomach with donuts. A friends visit in CP ended with Dunkin. Its a well-lit two floored outlet. The interior is colorful with hanging lanterns everywhere. We got a corner table on the first floor. We ordered Crunchy Joe Veg Burger, and Voodoo Wrap Paneer with Coke Zero, and Large Iced Tea in drinks, and Hug Me! donut in dessert. Crunchy Joe Burger has crunchy buns with soft tikki inside, liked it but not something which I prefer to order myself. Voodoo Wrap Paneer was filled with veggies, but the mix of chutneys was sweet for my palate. Didnt enjoy the Large Iced Tea at all. Hug Me donut was the best of all, cinnamon based shell donut, sweet and subtle in flavors. I liked the place because of the chill ambiance and their donuts menu. thefoodiefling.blogspot.com",Rated 3.0,0,0,Expert in Connaught Place
Siddharth Verma,"Rated Staying till donuts Will be better. This outlet is cool and ambience is nice with decorative walls and hanging lights. Donuts are nice, obviously it will be. They are known for donuts. But hold on before you go beyond donuts. Tried burger and lemon tea, both didn't meet the expectations. This was the worst lemon tea ever had, more like nestea ice tea with extra water which ruined the whole taste. Burger only the packing was nice, it didn't look nice, forget taste. Big onion pieces and rough texture of the bun made it difficult to swallow.",Rated 2.5,36,188,??
Harsh Dutta,"Rated Already had my share of donuts during my last visit ,this time I tried the Naughty Lucy burger and the Original Tough Guy .The first one lived up to its expectations and the latter was also a good one . Besides the burger ,service was also amazing given the fact it was a Sunday.Keep it up ,Dunkin' Donuts !",Rated 4.5,39,77,??
Shefali Raturi,Rated Best multi outlet restaurant... Everything from donuts to burger is just awesome. Best - naughty lucy burger and DONUTS Good place to hang out and chill..,Rated 4.0,14,85,??
Aarohi Garg,"Rated I love dunkin, and the seating place is nice. Coming to donuts there, i simply love the eclairs and alive by chocolate! They are best there which i love. Grab a donut whenever you want to and you will never be disappointed :)",Rated 4.0,0,0,Expert in Connaught Place
Abhishek Singh,"Rated Donuts, burgers nd drinks are amazing.. Donuts nd coffee seriously they make your day. This outlet service nd food is much better than others.",Rated 3.5,10,56,??
Saloj Shaji,Rated Dunkin donuts is the best place to treat ur sweet tooth... Chocolate donuts and fruit berry smoothie is awesome... Give a nice treat to ur sweet tooth and enjoy sugary delights,Rated 4.0,9,42,??
Ankur Mandovra,"Rated Recommended by my friend working in Jubilant foodworks I finally got a chance to visit this place. First as we entered I like the interiors of this place especially different kinds of Lights they have used. Now lets come to food. My friend suggests me to have a Wrap so firstly I ordered Voodoo Wrap-(tangy n spicy) very good then ordered Naughty Lucy Veg with cheese- One word to say 'Amazing' very juicy and have different taste from other burgers (recommended) accompanied with cappuccino (nice n rich in taste) we also got two free donuts (breakup party eclair & cinnamon) breakup party eclair is ultimate, donut filled with liquid chocolate. Overall very good experience burgers n wraps are good apart from donuts . Good value for money.",Rated 3.5,25,66,??
Lvlyffullest,"Rated Dunkin' Donuts is one of my favorite places where I really like burgers and sandwiches apart from donuts (obviously). Their burgers are juicy and quantity is also good. From the drinks I've so far tasted, I like them all (though their hot chocolate is a bit sweeter for my taste). Their donuts r yumm...my personal favourite is party eclair. The staff in the one in Connaught Place is really friendly and always happy to help(that's a huge plus from other fast food chains). Overall, when there is donuts and u r with ppl to start a fight over them, your visit will always be worth it.",Rated 4.0,0,0,Expert in Connaught Place
Ramanuj Mukherjee,"Rated I like this place, for the coffee and because it is a great meeting place. I sometimes am tempted to grab some donuts as well. It is a generic Dunkin, nothing special. No parking.",Rated 4.0,11,624,??
Sonali,Rated cute place to bisit and soothen ur sweet tooth! :p well i really wantd to hav naughty lucy burger! but wid stomach halffull ;) v ended up having donuts nly :) death by chocolate and breakup chocolate donut! i liked dem :) ambience n pricing r both decent ;) wud like to gt naughty wid naughty lucy next tym :) :p,Rated 4.0,0,0,Expert in Connaught Place
Megha Jain,"Rated Decent place for on the go bite and coffee. However, if you like your coffee hot, you Always have to make a special request for it. The place keeps getting a makeover, but I'd like it more if they actually switch on their air conditioner on the floor above. sunflarearthouse.com",Rated 3.0,0,0,Expert in Connaught Place
Shilpa Joseph,Rated This is the best outlet everrr! Dunkin is famous for there Donuts which is the best but Everyone should have their Vodoo wrap! It is amazingg! So yum! You gonna crave for it! It's that good. Both Veg and non-veg are equally tasty. More hungry? Have their Burger especially naughty Lucy. You'll forget McDonald's Burger.,Rated 4.0,10,0,??
Tarasha Diva,Rated This outlet is my personal favorite for being so huge and bright :) Love the decor. The walls are beautifully done. Ambience is chill. Staff is amazing. They are super sweet and helpful. My one extra point is for them. Honestly I don't like their donuts much. I find MOD better. But burgers are good. A little expensive though. Tried the Heaven cant wait chicken burger in the staff recommendation. Worth it :) Huge. Yummy. Great chicken. A perfect mixtures of the masalas. Super quick service.,Rated 4.0,0,0,Expert in Connaught Place
Alin Choubey,"Rated The place is mostly crowded so be prepared to keep half of your guests looking for seats. LoL. I am a big fan of doughnuts. So whenever I get chance I have them. Except chocolate one's, there is no doubt in trying the others. I love Classic White and Stuck on You. They all tastes awesome. For burgers, Potato Hash is yummiest!! The crunchy veggie was a big disappointment. I will also avoid the Iced Tea. But the shakes are cool and worth trying. In all the place is very stereotype for being a standard food chain.",Rated 4.0,24,16,??
Sneha Rawat,Rated been twice to this place ..its peaceful ambiance and wonderful service . we really enjoy our time here.. can be recommended to others .. must visit this place..,Rated 5.0,21,316,??
Somi Bahuguna,"Rated It was my 3rd visit and this place doesn't disappoint me at all. Be it the donuts ( ring or shell) or the burgers, both are tasty. Yummilicious !! ^.^",Rated 3.5,23,21,??
Prashant Ahuja,"Rated Loved the donuts , specially with white chocolate and caramel filled ! Good shake and burgers too ! The environment of the restaurant is also good ! They should focus on cleanliness of the bathroom !",Rated 4.0,28,27,??
Shivangi Chopra,Rated Dunkin Donuts is my happy placee!! And this outlet is my second favourite after the gk one. Have visited the outlet multiple times. My fav is classic dunkacino with extra coffee and choco dunkacino along with the yummiest death by chocolate donut. The wraps and burgers are also good. Its the best place for donuts..so much better than M.O.D All those colors ad big sized donut pictures make a happy environment! Absolutely love dunkin! :D,Rated 4.5,8,79,??
Food Love,"Rated The donuts, the wraps and a cappuccino are just a perfect option when I get a craving to eat something sweet and spicy at the same time. The service is quite fast and you dont get to wait for a long time in receiving your order.",Rated 3.0,20,5,??
Lakshay Dilawri,Rated Nice place! Loved the burgers over here. Donuts are also brilliant. Service is not that great. But overall it was a good experience over here.,Rated 4.0,42,79,??
Vibhav Dwivedi,"Rated Dunkin Donut's.. Mostly every one is familiar with this name thanks to special donuts and awesome burgers they serve. This branch is near the LIC building on the road that connects inner circle to outer circle, next to dominoz I have eaten there chrunchy Joe burger and tough guy burger and simply loved it. On my wait list I have there Lucy burger For the donuts they are better than MOD, tasty, soft and good amount of cream and chocolate filled in it. Sorry, I forgot the name but I liked the foot long donut attached in the image along with death by chocolate donut. This branch is really nice with comfortable sitting on ground and first floor the walls are funky and you can find colourful posters related to studies on the big wall.. A good joint to hangout.. All the best..",Rated 4.0,0,0,Expert in Connaught Place
Food With Shayne,"Rated I was surprised to find out that Dunkin' Donuts sold burgers. Like actual burgers with meat in them. YES ! Heaven can wait came highly recommended and I decided to take my cousin's advise and go for it. And man it did not disappoint. I didn't really care for the ingredients and all I knew about the burger was that it was made of Mutton. The amazing blend of ingredients and the flavour was astonishing. I thought they made good donuts but they make even better burgers. Point to note and Donut to avoid is ""IT'S A MISTAKE"". Horrible and man was that a mistake !!",Rated 4.0,26,62,??
Nikita Mallik,"Rated I tried their crunchy joe veg burger but it's a big no from my side. but it was really nice , no complaint at all, but Dunkin' Donuts can improve it,",Rated 4.5,17,228,??
Kunal Khurana,Rated Great offerings available at this place. The staff is also quite friendly & helps out every customer in choosing. Special mention should be made of the impeccable quality of donuts they serve. kunalkhurana.com,Rated 3.0,58,190,??
Shivangi,"Rated This outlet is spacious and clean with comfortable seating options. Donuts are always soft, warm and yummy. I recommend death by chocolate and alive by chocolate, breakup eclairs. We went on a Sunday morning and ordered mocha chip cold coffee and hazelnut latte which were great. My friend had veg crunchy joe burger which he didn't like much. The place is primarily for coffee and donuts.",Rated 3.5,0,0,Expert in Connaught Place
