Username,Review,Rating,Total_reviews,Followers,Expert_level
Sidharth Sharma," I really love the food when it comes to sagar, I have tried almost every outlet and the food is almost the same. This too has similar yet delicious food. Avoid going there at weekends, the place gets a bit crowded.", 4.0,25,113,??
Saloj Shaji, Good place to have healthy breakfast or lunch... South indian thali is awesome and can fill the stomach of two people. The cost is reasonable... If u wanna gorge into some southie food then its a great place., 4.0,9,42,??
Symi Niman, Ordered takeout. Quantity was a lot. Idlis very soft. Orange chutney e better than Saravana.Dosas ok. Sambar was a letdown. Price is good., 3.5,18,10,??
Tarun Khurana, Worst! Wastage of time! Hell Steward told that they close n they don't have chapati instead of chapati they offered me a biryani... Not good, 1.0,25,30,??
Shivanshi Mittal, Nice and simple. Ordered rava masala dosa and rava sambhar. Dishes are good but Sambhar could be better! It's much of a hyped place. Seating is good but staff responds slowly to your queries., 4.0,29,105,??
Divya Dutta,"we went to sagar ratna to try south Indian food.We had rava masala dosa combo with dahi vada . Liked dahi vada but dosa was average. Then we had south Indian thali ,liked rasam alot. Rest everything was  average.", 3.0,14,3,??
Rahul Sharma, If you are going 2 people then don't go there. The seats that they provide for 2 people are very uncomfortable. Staff is not sensitive enough to understand problem. Food is OK. Rest all standard. Toilets are not  hygienic., 2.0,1,0,??
Priyanka Garg, As the suggests so is the interior. They have outdoor and indoor seating.The staff is courteous and attentive. The food was average though. Its a bit over restaurant., 3.0,42,15,??
Kashish Bajaj," A nice place to chill in CP. It has a hugeee variety of food. So if you are hungry and cant decide which cuisine to eat, you should definitely try this place. You can have a chilling weekend over here with some good music. A must go in CP.", 3.5,12,6,??
Mohini Tripathi, Visited over the weekend. Was a planned visit as the place was recommended by a frnd. Surely the place stood upto expectations. Great fusion food options available. Music is average though. Staff is courteous n attentive. Restaurant is Recommended!, 4.0,38,86,??
Shrina Vaidik, Amazing ambience. Poor service. Unresponsive staff. Had to cancel one order since half an hour delay. Not satisfied. Good place to hang out if you come with friends., 2.0,1,0,??
Priya Agarwal, So here comes another cafe with a very different concept. I was totally awestruck by it's walls and furniture. Very quick service and the staff took good care. Loved the chilly cottage cheese and the Sheesha was also pretty good!, 4.5,6,93,??
Rajesh Sarin, Only rating for drinks..... Food menu and taste not up to the mark... Needs lot of improvement.... But drinks menu and variety was good...... Outside sitting was good... But food.... Plz guyz you need lotz of work on that..., 3.0,7,45,??
Amarjeet Verma," The best place to chill and enjoy on any given day! Weekends are just perfect! Delicious food and courteous staffs with amazing hospitality! A big big thanks and hug to Shera, Praween and Mohit and each and every member of the Junkyard team! All my friends and family have visited this place on one or another time and they have always felt so wonderful here! Keep it up! Cheeers!", 5.0,17,33,??
Ankita Podder," Went dere vd frnds on Saturday evening... Chose to take up outdoor sitting... Inside sitting z also decents...offers good combo packs ft drinks.. Also tried dere Edison bulb , which was quite interesting.. BT d flavours fail to amuse... Dey should have more variety in dere Edison bulb. Hookah was decent . overall good experience.", 4.5,36,74,??
Akshat Kalra," So I bumped on to this place by accident. I was looking for The Townhouse Cafe and saw this Cafe. Man it was a great decision. Super amazing music played by the DJ on a chilly Friday night. Food - I drank too much that night and just had a white sauce spaghetti pasta. It was good, creamy and too many veggies ( I paid 80 bucks extra for the veggies). All in all a good experience. Had a lot of fun.", 4.0,19,55,??
Yuvraj Singh," A very nice and innovative place. The interior is creative and very much appealing. I like the quality and taste of food. The hukkah is good too. Moreover, the service of staff is quite well.", 4.0,7,153,??
