Username,Review,Rating,Total_reviews,Followers,Expert_level
Kunal Mahajan,"Rated This cafe was on my list from around 2-3 months...Situated in the F block...Punjabi By nature is a nice and spacious restaurant....Was here for my friends birthday treat...I really liked the interior..especially the wall paintings....Cool authentic display is the first thing you will note as soon as u enter it. We ordered a lot of variety of dishes present in the menu..must say they have a nice menu :D 1.Pao Bhaji--->Served with Chutney,Onion and Green chilli..pao was good in taste with butter and masala,however, bhaji was plain in taste nothing special..didn't like too much... 2.Veg Kabab Platter---> It included Tandoori Paneer Tikka which was good in taste properly cooked with moderate spicy flavour Tandoori Aloo was again a nice addition to this platter... Dahi Ke Kabab was hero among all... nice soft in taste....had all required flavours Dal Makhani was no doubt exceptionally best in taste...although quantity was less but i can give full points on taste.... a must try :D 3.Veg Biryani--->Rice were cooked in the perfect way...had good fusion of vegetables...tasted a little dry to me. 4.Butter Paneer Roll---> Loved this dish as well...Fillings were tasty properly cooked paneer made it the valuable dish.. a must try.. :D 5.Chatpata Tawa Paneer Burger---->The presentation of this dish was unique...served with potatoes wedges..burger was normal in taste..nothing special 6. Mango lassi----> lassi is my favourite...and Punjabi By nature served it in the best way..loved the chilling and refreshing taste of mango. 7.Aam Panna---->Tangy in taste...which is an obvious flavour of aam panna... 8.Classic Mojito---> Again a drink which had expected taste...nothing new in the flavours 9.Oreo Choco Shake---> was best among the beverages...again liked the presentation of the shake...taste was awesome chocolaty.. a must try :D Overall---- A good looking restaurant with cool decor...polite staff and awesome food..yes they also serve some dishes which are not up to the mark,but it is worth visiting this place for any occasion. :D",Rated 4.0,0,0,Expert in Connaught Place
Anshul Chaudhary,"Rated Everything on menu is tastefully prepared, be it main course, side dishes or even the finger bowl which has rose water.......... Good selection of alcoholic and soft beverages...................:)",Rated 4.0,10,10,??
Anurag,Rated A very nice place to eat with family. The restaurant has a nice ambience. It offers drinks. The place offers delicious food. The service is nice. Another place where you would find galauti kebabs. The attraction is thalis. The place is even on pockets. :),Rated 4.0,27,10,??
Raymond,"Rated Needed to grab a quick bite and Was choosing between Dunkins and dominos when we spotted this place. As the name suggest the menu is just as punjabi as one wants. Service is quick as the name suggests. We had a non veg latter and a thali 4, both were reasonably good. A decent place if you're in a rush. While the galouti looked Burt the taste was nice. Food quality is good with reasonable price, however there is some scope for improvement.",Rated 3.0,5,5,??
Abhijaan Datta,Rated The food and the service is grt. Liked the kastoori kabab very much. The decor including those inside toilet is also good alongwith the music.,Rated 4.0,3,0,??
Aastha Arora,Rated It is place with nice ambiance.... The food is presented in a very different way. We had ordered for chole bhature.... The bhatura was bigger than we usually get but was very oily n not very hot. We had also ordered crispy paneer sticks... They were really something... The presentation was so good... Serverd on a little truck... These sticks were yummy.... :),Rated 4.0,1,0,??
Sanyamt,Rated Butter chicken over here was so good Tried it for the first time and now addicted to it And even the services A must try dish at punjabi by nature,Rated 5.0,4,8,??
Junaid Ullah,Rated Not just fabulous but fantabulous Mughlai and North Indian food. Ambience is nice. Service is good. Food is awesome. Affordable prices. Tangri kebab and dal makhni is recommended.,Rated 4.5,5,2,??
Abhay Dutt,"Rated Probably the restaurant Punjabi By Nature is one of the best family restaurant The vegetarian and non-veg, all the good and tasteful. Recommended plcae......)",Rated 4.5,10,21,??
Shivi Khandelwal,Rated Great place. Nice food. Good location. Sophisticated restaurant. Nice Ambience. One of the few places in Cannaught place that serves good north Indian food.,Rated 3.5,51,210,??
Samarth Sinha,"Rated Chose Punjabi by Nature Quickie for my birthday treat, on a friend's recommendation. And am absolutely proud of my decision! Great place. Great location. Nice ambience. Courteous staff. Refused underage drinking - and I appreciate this. Most of the things we ordered were good - butter paneer roll was the highlight. A complete bite! Kebab platter was a nice assortment but not too good to be shared among more than 2 people, since it contains only 2 peices each of paneer tikka, dahi kabab etc apart from 1 naan nd dal makhni. But it was value for money and taste was good. Biryani was good taste wise and quantity wise but was a bit dry. Could have tasted better with something like curd. Pao bhaji was not too good. Bhaji was extremely ordinary. Liked the presentation of the chatpata tawa paneer burger. Taste was ok. Liked the veggies it came with. Great experience overall!",Rated 4.5,11,3,??
Reetika Ralhan,"Rated Punjabi by nature- as the name suggests, the food was really punjabi style. Spicy and highly flavoured. I loved this place. The ambience was nice and quiet. I ordered murgh punjabi masala and express thali 5. The chicken was really yumm. Punjabi style chicken is all about spices and flavours. Yes this dish was upto my expectations. Really nice and tasty. The thali was also nice except the mix vegetable had more of tomato gravy so it had a high tangy flavour. Overall I had a nice experience here.",Rated 3.5,25,27,??
Hitesh Kataria,Rated Went there with friends Food was nice but lower than expected Ambience was good we ordered Non veg thali no.2 Dahi kabab Veg & non veg platter Management was very friendly and u wont feel any problem related service Food 7/10 Service 9.5/10 Ambience 7.5/10,Rated 3.5,7,2,??
Anjali Pathak,"Rated After hearing a lot about PBN quickie I decided to try their food. Beautiful interior, lovely ambience but the sad part was food. Entered PBN with a ton of hope and hunger and exited with even more amount of disappointment. We had the famous amritsari chole bhatoore, the bhatoora was immense and it was dripping with oil and chole on the contrary were not enough for that big of a bhatoora. One plate is more than enough for 3 people but there was nothing extraordinary with the taste in fact to me chole bhatoore was insipid. So it's a thumbs down from me.",Rated 2.5,8,15,??
Priyanka Asthana,Rated I am so glad that I choose this place for my date. The ambiance is great and the food there was awesome. I ordered Punjabi meat masala which was so good. I had told the server to make it heavy spicy and it was worth it. Chicken briyani was good as well.I am definitely going back sometime real soon.,Rated 4.0,6,58,??
Karan Dang,Rated Have heard a lot about this restaurant punjabi by nature quickie and it was a very quick experience as well went with sister and orderer a veg thali it had enough quantity for two people if you just add one more bread with it... taste of the food was good nothing much to comment about food ambience is just fine as such no wow moment while being in there but the choclate mud shake was superlike... But they need to improve one thing don't call your guests until seats have not vacated coz no one likes reaching the outlet after receiving the call from the restaurant and then wait again to be seated.... so take care of it a scope of improvement for u guys...,Rated 3.5,14,70,??
Shivangi.S,Rated A reservation on a weekend is recommended. The North Indian food is good. And specially the appetizers and kebabs. Visiting next time with family for the parathas for sure.,Rated 4.0,16,47,??
SmriTi Ekka,"Rated Punjabi By Nature We went there for our Lunch and We had a great experience. It was great and amazing experience. Though somewhat enough spacious, the decor was well maintained. We ordered Thali No. 1 which was non veg platter and Thali No. 8 which was veg Platter. It had Chicken, kebab, dal makhani, paneer Makhani and rolls. Overall we had amazing time. The food was delicious especially Paneer. I enjoyed a lot. We had great day.",Rated 4.5,12,20,??
Prateek Bhandari,Rated combo north indian meals are good.. some of the few joints in CP where the north indian food is good. ambiance is good. .,Rated 4.0,27,65,??
Bishmeet Gujral,"Rated Went here on Saturday night to have dinner as we came quite late around 11. Without second thoughts, ordered butter chicken and breads including Butter nan and laccha parantha. The ambience of the place is very nice and quite sophisticated types. Butter chicken was also good but a bit sweet i would say. Breads were decent. One of the place where you can come and have good food with your family and friends.",Rated 4.0,83,348,??
Kishor,Rated good place for hungy stomach. chicken thali better than veg thali. taste is awesome. service also good. but worst thing is that we have to wait outside because its already full bz of rush,Rated 4.0,0,0,Expert in Connaught Place
Ankit Batra,Rated Great food and great ambience. Love the chole bhature actually bhatura ;) almost the size of my car tyre. Quality is very good though being a true punjabi ;) quantity is slight dicy.,Rated 4.0,5,47,??
Sharath Nair,Rated Visited with colleagues... Have had Veg express thali from here. The Thali was decent.. Filling and well priced...liked it here.. Will go again for quick lunch...,Rated 3.5,100,188,??
Kanishk Rathore,"Rated after a 30 min waiting, got the table. ordered chicken biryani, express thali 3 , punjabi meat(specials) and naans...took 15 more minutes, so in total after 45 minutes we had food in front of us. BUT it was worth the wait, food was mouth watering especially the kababs(forgot the name, i ordered a full plate of kababs after eating the one in express thali 3). PBN's simplicity and basic nature that's taste driven reflects experience. bill of 1500 for 3 people was like a cherry on top. Had a great time on Christmas eve, Thankyou, Cheers!",Rated 4.5,11,79,??
Sania,Rated Lunch at punjabi by nature quickie connaught place. Their famous chole bhature is amazing in taste. Dahi ke kebab is so soft n well made mellt in mouth. Paneer tikka dal makhani i main course are good in taste. Naan was also soft.,Rated 4.0,91,3071,??
Deepali Yadav,"Rated Nice place but not very huge.. It's specialty is Amritsari Chole Bhature, size of bhatura is quite large and tasty (we were quite shocked to see it that big bhatura). We also ordered thali that was great too except Veg. Galouti Kebab wasn't that good. The only problem was me and my friends had to wait for 10-15 mins to get a table.",Rated 4.0,5,1,??
Damini,"Rated We took my friend (who is from Punjab) to dinner here, on recommendation by another friend. This was my first time here, and it was PHENOMENAL.My friendsand I got Fish Tikka,Punjabi Meat Masala and we got the garlic naanr. So much flavor, the restaurant itself had a sophisticated atmosphere, and the staff was on point!",Rated 4.0,6,70,??
Rashi Oberoi,Rated Any time food with good service. Make sure you have a good appetite as they feed you exactly how a punjabi must be... Dil khol ke. Their chaats are a must try.,Rated 4.5,7,35,??
Anurag Iyer,"Rated I dnt know if it's because of Sunday or due to change in management ethics , but this place is not worth a dime. They kept us waiting and we're not ready to take a reservation or take our numbers first. Due to someone who had rated it well we were going here. The attitude of manager and staff wasn't welcoming either. There were many who were complaining of stale food, distasteful odour and pathetic service. So guys avoid this place. And guys please dnt write over rated reviews.",Rated 1.0,15,17,??
Pankaj Chhabra,Rated Nice restaurant if you are looking to have a good meal and quality time. Service is good. You can have alcohol as well as non alcoholic bevarages. Try mohito.,Rated 4.0,5,11,??
Nitish Bhardwaj,Rated Been here last Friday ... Not worth while at all ... Starters are quite good by main course is seriously tasteless ... Be sure where you spending better to try other option,Rated 2.5,16,21,??
WICKED VEGGIE,Rated Awesome place for punjabi food lovers. The starters are very delicious and the chole bhature is a must try. The size of the Bhatura is too big for a normal person to finish :). They also have a very different way of serving food.They provide different types of thalis if you don't want to try a la carte with pretty good options in starters and main course.,Rated 4.0,32,65,??
 ,"Rated An Outlet Solely For Delicious Punjabi / North Indian Dishes. I Was In Hurry So I Ordered ""PAV BHAJI"" For A Quick Bite With My Friends. It Tasted Great. Elegant Ambience - Perfect For Family Outing!!!! Will Come Again For Sure.....",Rated 4.5,67,24,??
Urvashi,"Rated Punjabi by nature quickie surprised me with its delicious starters and value for money. We ordered a veg kebab platter, chicken and mojito. Drink was refreshing with ample of mint and the platter gave us the chance to taste variety. The quantity was a little less and insufficient for a platter. Dal makhani is super tasty and naan soft. Panner tikka and tandoori aloo are delicious too with great green chutney. Dahi ke kebab were succulent. Chicken suited the Indian palate with its spiciness.",Rated 4.0,130,418,??
Sachin,"Rated Punjabi by nature quickie is situated in the inner circle of cp along with many of the famous eateries. We visited pbn in a large group, hungry and craving for some authentic indian lunch. We ordered paneer tikka for starters and daal makhni and kadhai paneer along with some paranthas and garlic naan. The food was good and everthing tasted good, especially the daal makhni was really nice. Then we ordered a plate of cholle bhature just for taste but were pleasantly surprised with the size of it. It was very large, biggest we had ever imagined. It also tasted nice but was really impressed with the presentation. Its a must try! :)",Rated 3.5,12,32,??
Vijayant Khanna,Rated I went there with a bunch of friends and we all were too hungary. We started with the dahi kebabs and the paneer tikka. The starters were good. They served them with green chutney and onions. The chutney and the masala sprinkled over the onions were really nice. Then we ordered choley bhature. They got us the bhatura first on the table and we were like boss itna bada bhatura ?. Choley were good but ..overall choley bhature were normal in taste but the size of the bhatura's is too big. Since we were too hungary we then ordered some main course. For main course we had dal makhni and lahori masala paneer with lacche paranthe and butter naan. Both the dishes were full in flavour..the paneer's gravy and an amazing and different kinda taste. The butter naan's are too good. And the place isnt that heavy on pocket. Overall a good experience.,Rated 3.5,54,66,??
Kanupriya Singh,Rated Not a very large outlet but nicely done and the food is as amazing as any other outlet! They also serve a massive size Bhatura ! The platters are good and breads perfect! The only mis match to the ambience and the food is the odd random English music they play.,Rated 4.0,121,148,??
Aanchal Bhatiyani,Rated the most amazing Butter chicken roll..yummycelebrated my birthday there. loved the rolldahi kebabs.. nn veg platterdal makhni was a bit sweet..in all a nice place :),Rated 4.0,1,3,??
Sundar Singh Rautela,"Rated I went to this outlet of Punjabi by Nature last week with my family. Nice place, good food and ambiance is also good. Just a bit over priced.",Rated 3.5,4,2,??
Prarthna,"Rated I have been here twice and tried their thalis. Shahi paneer was too sweet and dal makhani just okayish. Tandoori items like paneer tikka, dahi ke kabab, hara bhara kabab were well marinated and relishable. Service is pretty good. To sum it up, my experience was just fine but didn't live upto the hype.",Rated 3.5,0,0,Expert in Connaught Place
Mitesh Nijhara,"Rated Awesome ambience,nice food,good music The drinks and food is awesome Butter chicken and panner sizzler was nice Its near the metro so easy to commute also",Rated 4.0,156,3219,??
Parth Jagirdar,Rated Very nice place for dining when compared with pind baluchi. Chole bhature are king size. Dahi ke kabab a must try item. Prompt service. A highly value for money.,Rated 4.5,37,74,??
Shailz Foodie,"Rated Punjabi by nature has chain restaurant they have maintain there identity. Well I went there 1st time in CP. Nice ambiance with good food. We have ordered veg kabab platter and lime soda. In platter tandoori paneer, alu, dahi k kabab which is so good and daal makhani n Roti. Veg kabab platter was so good. And lime soda is also good.",Rated 3.5,61,60,??
Hungry Young Man,Rated Goes by its name..Order Golgappe platter as soon as u enter and forget everything..Lassi is great too..Garlic naan add up to your main course..Not many restaurants gives you so authentic north Indian taste..Wish veg platters had more tikkas,Rated 4.5,21,63,??
Tejasswi Juneja,Rated An amazing place to satisfy all your punjabi food cravings. The ambience and the service is good too. Their chhole bhature and pani puri platter are a must have. Rest their main course is really nice as well.,Rated 4.5,86,87,??
Cinar Grover,"Rated So I ended up walking into this restaurant randomly while searching for good food in CP. Walking into this restaurant, it's ambiance ! Pleasure to the eyes. So authentic and yet so modern. The cutlery and the furniture , they kept it all with the theme . The paintings , the mirrors and the wooden panel on one wall , everything was so perfectly in line with the theme . It is a compact yet spacious restaurant .It was crowded as expected on Sunday evening. Talking about the food, the menu is very limited. I wish there were more options to choose from. I had very few options . I ordered Burger but 5 mins after taking my order they informed me that there are no Burgers for now. Then ordered Express thali 6 . Absolutely delectable and perfect North Indian Platter. The Lahori paneer had that authentic flavour . It had those perfect blend of spices that made me feel the real flavours of Lahore. Dal Makhani was perfectly cooked and loved it . Not to forget , the Indian sweet Gulab Jamun was to die for. Not to be missed. Thumbs up to this place from my side. Must visit.",Rated 4.0,22,311,??
Praveen,"Rated Generally crowded on weekends, this is a fast food place and serves good food for what it is. Their Raan, Galouti Kebab and Malai Tikka are all very tasty.",Rated 4.0,0,0,Expert in Connaught Place
Avanika Sharma,Rated Good ambience. I ordered the express thali 2 and a veg platter. Good in taste and quantity but veg platter was lil disappointing in terms of variety. Just dahi kebabs and paneer aloo were nice in that.,Rated 4.0,24,64,??
Mahesh Ahire,"Rated I went there with frnds but it is nice place to go with family. We ordered kebab and thali, both were delicious. I must say thali's are their speciality as I have experienced it. Ambience was great and service too. One of the best restro in CP.",Rated 4.0,2,13,??
Savvy Sehgal,"Rated My go to place to order a thali at work. Because the haldi ram and bikanerwala thali is passe'. When mama is so hot, baby will be. Tracing roots to Punjabi by nature the taste is perfect. Not so oily Punjabi food and decent picks in form of kebabs. Garlic is one of the better ones.go for a quick Indian bite, no disappointments.",Rated 4.0,9,66,??
Er. Rahul Banga,"Rated I was at here to celebrating of the most beautiful day of my life at Punjabi By Nature, I found this place good for dining. All tables are full and we have to wait for 20 min. for table. Location & Interiors: This place is located on well location and you easily to find this place, this place is quite expansive and the start with interiors when we enter in restaurant we attract from the waterfall from the right side of yours, Dining: The dining table was good, the person allocated with the table he is well professional and well trained, there are several kind of dishes in menu and we select some and ordered delicious item from the menu. Service: After we ordered food take a less than 10 min. and serve hot food to place on our table. That Meal was yummy and quantity of that meal is enough for 1 people and it was with dessert also. We also order panipuri, that dish we can get normally from anywhere but here the presentation is differed from others u can see in the images also. There are 4 types of water all have a unique taste. So I would like to recommend to all of you to taste this panipuri here at Punjabi By Nature. Overall: Ambience= 5/5 Food= 5/5 Service= 5/5 yummeniaworld.blogspot.com",Rated 5.0,32,233,??
Abhishek Kanodia,"Rated Punjabi ppl by dere nature love good food.. This restaurant being Punjabi by nature serves awesome food.. We ordered sev puri and paneer finger fry for d starrters.The paneer finger fry was awesome & I just loved it. For mains we had paneer makhani and dal makhani..Both tasted goood.. So if u r looking for a restaurant which has nice ambience and serves good food,so be it. I just didn't liked d Orange t-shirts d servers were wearing..I just looked out of place...",Rated 4.0,33,42,??
