Username,Review,Rating,Total_reviews,Followers,Expert_level
Shagun Ahlawat,"Rated Well I dont know of many people who have not heard of this place, and I know of even fewer who have been here and not liked it. So I obviously had to go try out a place everyone seemed to be talking about. Cha Bar is in the Oxford Bookstore in CP. I have been here plenty of times and have thoroughly enjoyed every visit of mine. They have a phenomenal variety of food and especially beverages, for a bookstore caf. While you cant actually eat & read at the same time because the place is physically divided into two, the first half being the bookstore and the other part being the caf, the place is still a paradise for readers. I for one, love reading and therefore loving this place came naturally to me. The place is always buzzing with people either enjoying their food, or waiting for a table while browsing the large collection of books. And because the place is always flooded, the services are slow !! However, it is worth every bit. You can check out all kinds of books while you wait for a table, I guess that what works in their favor. Besides, the place is always decorated in different themes, making it easier to kill time while checking out their beautiful decorations. All in all, its a great place to chill at, without burning a hole in your pocket. I have tried various things on their menu, and I can only list a few of those that I remember, like Muddled Nachos, Mexican Cold Slaad in Whole Wheat Wraps, Bun Maska, Chilli Cheese Toasties, Blueberry Muffin, Red Velvet Cake, Apple Cinnamon Pie, so on and so forth. My absolute favorites are the Chilli Cheese Toasties & I also adore the way they serve the tea ! Do let me know if there are dishes on the menu that I am missing out on !",Rated 4.0,7,5,??
Hero And The Sage,"Rated So an year back when I had started going to college, my lust for books took me to Oxford Bookstore in CP; and that was when I found this little place which is inside the bookstore. I found it to be a perfect location to spend some time with a book and cha (tea). The location is perfect and the place is 60-70% occupied through the day from the very hour it opens. The interiors are basic and the only thing that catches your eye are the huge, round shaped, black frames hanging from the ceiling with lights which light up the place pretty well. Other than that each table always has a fresh flower waiting for you which instantly brightens up the table. True to the name, Cha bar has a huge menu which offers you A LOT MANY types of teas. Im not really a tea fan personally, but frequent visits here made me try quite a few teas out of their menu. So if you dont really know what exactly you want, then a menu this big can end up confusing you. To the rescue, there is always needed a team of well trained staff who can help you pick and cha bar has just the right team. Sadly, the drawback is that the crew members are quite slow in service. Other than just teas there are options of coffees, light snacks of various kinds and some desert options. Since Ive visited the place a lot many times, Id just sum up to what Id recommend. When it comes to tea Id suggest the Ginger tea, which is the regular tea with a hint of ginger; Organic Cha, which is the regular masala tea but is organic; and the Earl Grey tea which is not disappointing either. When it comes to coffee, I dont know why but the Iced Caf Latte is never available and leaves us with no option than settling with the regular cold coffee with ice cream. I really like the Spiced Cappuccino they serve which has a very mild flavour of cinnamon added to the regular cappuccino. The peach ice tea is good too. Do not order the pasta here, it just isnt impressive. If you just have a pasta craving then Id say you better step out and grab a table somewhere else in CP. They used to have a very good Achari Chicken roll in their menu which they served with fresh mint chutni but is sadly discontinued now. Other than that the Bun kebab is good. Desert, do not go for the Red Velvet here. Instead, prefer opting for the chocolate truffle. The muffins are just fine. The whole ambience of the place is always chattery and crowded which adds a little life to the silent bookstore. Cha bar ends up being an unconventional book caf with little to do with reading and more to people holding discussions. But Id still visit the place again and again because of my book bias which is the same reason why this place is so crowded all the time. When it comes to the pricing of food, it is surprisingly cheap and extremely light on the pocket. Two people can easily stuff themselves up in Rs.400-500 which is not a bad option at all.",Rated 3.5,9,43,??
Ankush Kochhar-Ak,"Rated I love this place because of two things first it's surrounded by books and second it's aroma. A place which is always crowded. Nice sitting area. Famous for the cha and with cha the gossip. Sandwiches are good, cha is nice , idlis are nice too. A place which one should often visit. And if you want to read books then this is the best place in the outer circle",Rated 4.0,61,55,??
@AkashG,Rated Good place to spend a good quality of time with friends You will find alot of people hanging out there Ambience 4.5/5 Food 4/5 Service 4/5,Rated 4.0,4,0,??
Mohammed Farhan Khan,"Rated A very exquisite place, peaceful atmosphere, delicate girls chatting in their own delicacies, this place basically in Oxford book press shop, the other half of the space is extremely dedicated to books which are published by Oxford press. They made a very elegant interiors which make everyones jaw-stuck for a moment, wow thing coming out of the mouth. Beside this book store, there is small place known as 'cha-bar', they are good in coffee but they also serve some snacks like sandwich and all. I would not comment upon the taste since this place is not famous for exotic taste of its food. Go for oxford book store, its ambience and feel elevated for a moment with the books they keep surrounded with ardent readors trying to find some good books by reading its content.",Rated 5.0,23,27,??
Riddhi,"Rated For all those who love to read and be surrounded by books and enjoy a little snack just being there, this is a really good option. I had gone there with my dad as he was really excited about this place( happens once in a blue moon :P)We ordered a cha bar blend, a masala chai, and a bun maska as we just had lucnch. Honestly speaking there was nothing great about any one of them. The tea's were just okay, and I was expecting the buns to come with white butter and not the regular butter. Bun maska actually means bun with white butter. But the buns were all soaked up in the salted yellow butter. This place has nice ambience, with so many books to choose from. If you're a book lover, you should definitely pay a visit to this place, but I think tea lovers won't find anything great in here. But It's pretty cheap, so for a different experience, you can definitely pay a visit, who knows you might like it!",Rated 3.5,15,23,??
Vatsala Vats,"Rated Located inside the famous Oxford bookstore in CP N block, this place is a sheer delight! The interior is beautiful and gives you a very vintage feel. Limited seating and seems to be packed within no time especially during lunch hour. We were a party of 3 and we ordered: 2 cold coffees, 1 ice tea for drinks. For main course we ordered: Penne Arrabbiata (Vegetarian) , smoked chicken and mustard English tea sandwhich, chicken shawarma wrap and for dessert their chocolate truffle cake. The only disappointment was the pasta which was too bland and can honestly be avoided because they have a variety of other types of food available. The must try has to be the chocolate truffle cake which was simply delicious! Another high point about Cha bar is that it is so very reasonable and that for such little money you get a great food experience!",Rated 4.0,8,192,??
Nishtha Bhasin,"Rated Super place! Forever in love with their Kenyan Coffee and the insane cheesy snacks. And those little painted tea pots they serve tea in? Perfect. The only pain is the huge crowd that gathers in the small outlet. It is the place to be for excellent food and a calming ambience. Keep going, Cha Bar! :)",Rated 4.5,5,44,??
Nishthanahata,Rated Awesome place for chai and coffee lovers ! Pesto pasta and pesto sandwich is amazing and it's pretty reasonable . Offers a huge variety of different flavours of chai . A must try !!,Rated 5.0,2,2,??
Mayank Sapra,"Rated So,Let's start with the thing which boost our day...Tea.. Perfect place to accompany your book reading craze with delicious hot/cold coffee and snacks with peaceful ambience.. Ambience - 5.... Must haves - Cha blend , Melted chocolate truffle, naan khatai :) Peace Deeksha Sabharwal",Rated 5.0,2,40,??
Vidya Bhamidi,"Rated As a bookstore, it looks really fancy, but if you're really into reading you will realize it sucks.even as a book cafe it fails because there is no culture of reading while eating/drinking...all the crowd is in the cafe which is physically separated from the books and its quite noisy.. People only come there to eat...food is tasty and cheap.. Good job with the variety and quality of food..",Rated 4.0,52,145,??
Suhani Jain,"Rated They serve amazing range of tea (cha) and coffees. The snacks and the desserts served are easy on the pockets and delicious in taste. Their red velvet cake is a must try. With all the hustle bustle going around in Connaught place,this is a great place to relax and have a good cup of tea or coffee alone with a book or with a group of friends having a good talk.",Rated 4.0,4,3,??
Amit Sharma,Rated This is the place for people who like reading and discussion with people. In Oxford book store this place opens your philosophical side. You can also be a part of lot of book launch sand reviews here. This place serves you different verity of teas and snacks in decent price. The quality of food and tea is also great. If you really want to reflect and explore philosophical side of yours then please visit.,Rated 4.0,5,1,??
Pragya Khanna Arora,"Rated Cafe with a book store...an amazing combination, but its not as good as the Calcutta one, seems like less a place for readers more for people just coming to cafe Food - Very good, soo many types of teas that it becomes confusing which to choose Loved their version of chilli cheese toast...must try Rolls & pasta were OK Tasty pastries Service The cafe is always running at full capacity, hardly an empty table. But the service is not upto the mark, slow service, had to ask for an extra spoon thrice, they have less staff for serving Tip -Its a place for meeting friends, relaxed atmosphere, best for a tea time meet",Rated 3.5,16,73,??
Divleen Kaur,"Rated A very beautiful bookstore cafe with interiors of black amd white and artistic chadeliers. The food is on the pricier side but my favourites are chilly cheese toasties, blueberry muffins, strawberry smoothy and assorted fries. I recommend this place for spending quality time over chitchat.",Rated 4.5,3,48,??
Akanksha,"Rated Cha Bar- A pretty little caf located inside Oxford Book Store, CP. However, it's not the typical book cafe where you can grab a book and sit with it inside the cafe while sipping on some tea or coffee. There's a separate section at the back if you want to read from the library. The ambience is lovely and the food is great with extremely pocket friendly prices. Cha Bar truly is a paradise for tea lovers, they have a HUGE list of teas to choose from. A few of my favourites are the Darjeeling High Fired with Kangra Spring, Bollywood Masala Mix Cha and Blackcurrant Iced Tea. The coffee is good too. The food here is a delight as well. It's nothing too fancy but worth the price you pay. I really like the pastas and sandwiches they offer. For desserts, you definitely shouldn't miss out on the flourless chocolate cake. The only con I find is that it's always too crowded, and I have to wait for at least 10-12 minutes to get a place to sit. And since it is a small caf, it does get noisy. Other than that I absolutely love Cha Bar and it is one of my favourite places to hang out and eat in Connaught Place.",Rated 4.5,10,112,??
Rohan Saraf,"Rated Found it on zomato, the zomato/google map sends you on the opposite road to a different building! Got there, had chai dessert and rolls which were average, ambience just ok, would have been better had it been an open coffee shop with books all around instead of an enclosed walled in cubicle of a room. The service was SLOW, busy yes but then seriously understaffed if u had to wait for 10 minutes just to get menus so not a place I would return to anytime soon.",Rated 2.5,58,139,??
Devanshi Sharma,"Rated In a very central location Cha Bar is in the Oxford bookstore. The ambience in refreshing and relaxing. We had cutting chai, hot chocolate and a cappacino. We also had a platter of fried potato with dip and basil pesto with vegetable panini. It has different vegetables with nice layers.",Rated 4.5,13,39,??
Nandita Sharma,Rated Me and a bunch of my friends discovered this long back. What distinguishes this plcae from others is the fact that it is not a conventional book cafe . This place is always full however we always find a place and sit here for long hours and make our college notes because we gotta admit the fact that it definately has a comfy vibe. I personally dont enjoy the food much here But the beverages are worth a try. We have tried almost all the cold beverages n they are soothing. Aman Goel,Rated 3.0,31,38,??
Ananya Nandan,"Rated It is a perfect little place for any tea lover. The Earl Grey tea tasted fabulous, as well as the hot chocolate. I also had the basil pesto pasta and chicken chilli wrap. The place is really pocket friendly, and one can sit here for hours reading books, and indulging in amazing food. Totally recommended!",Rated 4.0,14,10,??
Vaibhav,"Rated Hi Just went to this place for my 1st visit on 8th January & my take on this place in short are as follows. LOCATION & AMBIANCE This place is located in N Block Connaught Places outer circle nearby Barakhamba Road red light above adidas original showroom & adjacent to Oxford book store. Cha bar is an extension to the book store itself. However ambiance is well maintained, decorative & youll find it 80% occupied on anyday anytime. FOOD I have tried Hot chocolate coffee along with Tomato pasta during my recent visit. I find their hot chocolate coffee steaming hot with less sugar. So 9/10 for coffee & 7/10 for Tomato pasta which I really dont know but something was missing as far as taste is concerned with. Probably the spices were. HOSPITALITY Very impressive I must say. Crew members were on their toes, be it any task you named it & they gave their 100%. Definitely 5/5 for service. This is also evident from the fact that hygiene was taken at most care by these crew members. CONCLUSION If I rank them according to their peer competitors they are better than CCD anyday, but probably Ill give more preference to starbucks at this point. But more visit to this place is for sure. P.S : Rs. 250 was charged to us for couple of things which was paid by me via Cash . Bill is attached for your reference. I dont have any interest whatsoever in Cha Bar & amongst its owners. Cheers",Rated 4.0,0,0,Expert in Connaught Place
Nidhi Lal,"Rated The place is very nice. I liked the ambience. A place for readers, book lovers and chai-vinists. I'm a chai lover and this is the best place for any chai lover. A must visit place. Alot can happen over a cup of masala chai and samosa sandwiches. I would love to visit this place again and again. Great place... Good food... Great tea",Rated 5.0,1,0,??
Dhruv Gupta,"Rated Cha bar is a pocket friendly cafe in the heart of city that serves amazing variety of tea, I come here every now and then. My favorites are the chicken celery sandwich and cardamom cha. Also, I enjoy the fish n chips once in a while. Looking at the growing popularity of tea and increasing number of tea lovers and tea serving outlets, cha bar needs to maintain its quality which sometimes seems to deviate a bit when the place is crowded. White sauce pasta, chicken sausages, red velvet are worth trying. Nice service, well spoken staff. Worth a visit!",Rated 3.5,64,48,??
Reetika Ralhan,"Rated Being a tea fetish, I have found the perfect little place. It's such a nice place. The interiors are pretty much simple which is fine. I visited this place with my friend and loved it. And the bill won't burn a hole in your pocket for sure. A good place for college students and book lovers since it's right next to the Oxford Bookstore. I ordered chilli chicken wrap, pesto sauce pasta, hot chocolate and my favorite earl grey tea. Every thing was delicious. The hot chocolate was good and Earl grey has now become my favorite. The food was nice and the ambience was good. This place is definitely a thumbs up from my side.",Rated 4.5,25,27,??
Leo Angelo,"Rated What a wonderfully quirky and fun place! Chanced upon cha bar while strolling through cp, and boy we were glad we did. With its wonderful collection of books to browse through and its humongous repertoire chai (seriously there's like 6 pages dedicated to some great chais), the experience was great! Ordered a Bollywood masala chai & a ginger tea (which lived up to their menu descriptions), a fish and chips (absolutely yum) and a hot dog (again, yum). Definitely would have wanted to spend more time here. Service : 5/5 Ambience: 6/5 (I'm biased towards books) Food:5/5 Value for money: 5/5 (extremely cheap considering it's cp and the ambience put in place)",Rated 5.0,33,136,??
Roopali Singh,"Rated The place is nice but not as good as I was told. May I was expecting something else or it was just not the day for me. The place was too crowded and a lot louder than usual cafs. Food was fine, nothing extraordinary. We ordered fish and chips, chicken caesar salad and cold coffee. I liked the coffee. Salad was fine (only chicken and lettuce). I didn't like the fish, it tasted weird and not like fish at all.",Rated 3.5,33,130,??
Jatin Dev,"Rated Very hard to find a table if you visit this place during snack time. And even if you do, it is so cramped up that you never really feel that the table truly belongs to you. So, while you ignore the loud conversation from all around you, immerse yourself in a pretty long and interesting menu. Tons of teas, ice teas, green teas to choose from. If That wasn't enough, you can treat yourself with pretty fairly cooked desserts and breads. The keema Pao isn't as fresh as you would get it in Mumbai but then the fish fingers is spot on. Add some red velvet cake at the end and you wouldn't find a hole in your wallet. Get a place and get on with your taste.",Rated 4.5,53,152,??
FoodiMentalist,Rated This place use to be my favourite really loved the ambience it had and food it served. So was very disappointed with the declining standard that I encounter on my recent visit. Dirty tables and totally unresponsive and non cooperative staff. I had to request them four times before I finally got the leaky straw replaced. The food totally mediocre considering the time they took serve it. I totally understand the kind of crowd this place gets which should be the reason for raising the bar and not vice versa. Go here if you have the patience frankly I don't. (My rating is based on my past experiences.),Rated 3.0,33,45,??
